Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
테스트 리스너 check,Chrome 105.0.0.0,,,2022-09-14 15:15:04,2022-09-14 15:16:36,1m - 31.859s,PASSED
,,,,,,,
Test Cases/병원 정보_병원 공지사항_등록,Chrome 105.0.0.0,,,2022-09-14 15:15:05,2022-09-14 15:15:45,40.449s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 105.0.0.0,,,2022-09-14 15:15:05,2022-09-14 15:15:05,0.278s,PASSED
Start setup action : 병드민로그인,Chrome 105.0.0.0,,,2022-09-14 15:15:05,2022-09-14 15:15:19,13.718s,PASSED
"verifyElementPresent(findTestObject(""Page_병드민/hospital_info""), 5)",Chrome 105.0.0.0,병원정보 확인,,2022-09-14 15:15:19,2022-09-14 15:15:19,0.304s,PASSED
"click(findTestObject(""Page_병드민/hospital_info""))",Chrome 105.0.0.0,병원정보_병원정보 진입,,2022-09-14 15:15:19,2022-09-14 15:15:21,1.390s,PASSED
"click(findTestObject(""Page_병드민/병원 정보/병원 정보_병원 공지사항/notice""))",Chrome 105.0.0.0,병원정보_공지사항 진입,,2022-09-14 15:15:21,2022-09-14 15:15:22,1.579s,PASSED
"click(findTestObject(""Page_공지사항/notice_btn_create""))",Chrome 105.0.0.0,병원정보_공지사항 등록 버튼 선택,,2022-09-14 15:15:22,2022-09-14 15:15:24,1.578s,PASSED
"click(findTestObject(""Page_공지사항/notice_btn_cancel""))",Chrome 105.0.0.0,병원정보_공지사항 등록 > 취소,,2022-09-14 15:15:24,2022-09-14 15:15:25,1.581s,PASSED
"verifyElementPresent(findTestObject(""Page_공지사항/notice_btn_create""), 5)",Chrome 105.0.0.0,병원정보_공지사항 등록 버튼 확인,,2022-09-14 15:15:25,2022-09-14 15:15:26,0.533s,PASSED
"click(findTestObject(""Page_공지사항/notice_btn_create""))",Chrome 105.0.0.0,병원정보_공지사항 등록 버튼 선택,,2022-09-14 15:15:26,2022-09-14 15:15:27,1.358s,PASSED
