Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPresent(findTestObject(""Page_/pre_내용을 입력해주세요""), 0)",Chrome 104.0.5112.81,병원정보_공지사항 저장 버튼 알럿 문구,,2022-08-24 11:52:24,2022-08-24 11:52:24,0.523s,PASSED
"click(findTestObject(""Page_/button_저장1 알럿팝업 확인""))",Chrome 104.0.5112.81,병원정보_공지사항 저장 알럿 문구 > 확인,,2022-08-24 11:52:24,2022-08-24 11:52:27,2.361s,PASSED
"verifyElementPresent(findTestObject(""Page_/h1_공지사항 타이틀 문구""), 5)",Chrome 104.0.5112.81,공지사항 타이틀 문구 확인,,2022-08-24 11:52:27,2022-08-24 11:52:27,0.522s,PASSED
"setText(findTestObject(""Page_/input__공지사항 제목 입력""), ""똑닥 진우 테스트"")",Chrome 104.0.5112.81,공지사항 제목 입력,,2022-08-24 11:52:27,2022-08-24 11:52:32,4.745s,PASSED
"setText(findTestObject(""Page_/textarea_공지사항 내용 입력""), ""똑닥 진우 테스트 내용 ~~"")",Chrome 104.0.5112.81,공지사항 내용 입력,,2022-08-24 11:52:32,2022-08-24 11:52:37,4.916s,PASSED
"click(findTestObject(""Page_/button_공지사항 등록_저장""))",Chrome 104.0.5112.81,공지사항 등록_저장,,2022-08-24 11:52:37,2022-08-24 11:52:39,2.577s,PASSED
"verifyElementPresent(findTestObject(""Page_/pre_공지사항을 등록하시겠습니까""), 5)",Chrome 104.0.5112.81,공지사항을 등록하시겠습니까? 팝업 문구 확인,,2022-08-24 11:52:39,2022-08-24 11:52:40,0.520s,PASSED
"verifyElementPresent(findTestObject(""Page_/button_저장2 알럿팝업 취소""), 5)",Chrome 104.0.5112.81,공지사항 등록 알럿 팝업 취소 확인,,2022-08-24 11:52:40,2022-08-24 11:52:40,0.300s,PASSED
"click(findTestObject(""Page_/button_저장2 알럿팝업 취소""))",Chrome 104.0.5112.81,공지사항 등록 알럿 팝업 취소 선택,,2022-08-24 11:52:40,2022-08-24 11:52:43,2.372s,PASSED
"click(findTestObject(""Page_/button_공지사항 등록_저장""))",Chrome 104.0.5112.81,공지사항 등록 저장 선택,,2022-08-24 11:52:43,2022-08-24 11:52:45,2.473s,PASSED
"verifyElementPresent(findTestObject(""Page_/button_저장2 알럿팝업 확인""), 5)",Chrome 104.0.5112.81,공지사항 알럿 팝업 저장 버튼 확인,,2022-08-24 11:52:45,2022-08-24 11:52:46,0.537s,PASSED
"click(findTestObject(""Page_/button_저장2 알럿팝업 확인""), STOP_ON_FAILURE)",Chrome 104.0.5112.81,공지사항 알럿 팝업 저장 버튼 선택,,2022-08-24 11:52:46,2022-08-24 11:52:48,2.363s,PASSED
"verifyTextPresent(""똑닥 진우 테스트"", false)",Chrome 104.0.5112.81,공지사항 리스트 등록 확인,,2022-08-24 11:52:48,2022-08-24 11:52:49,0.635s,PASSED
Start tear down : 브라우저종료,Chrome 104.0.5112.81,,,2022-08-24 11:52:49,2022-08-24 11:52:49,0.729s,PASSED
,,,,,,,
Test Cases/병원 정보_병원 공지사항_조회,Chrome 104.0.5112.81,,,2022-08-24 11:52:49,2022-08-24 11:53:27,37.893s,PASSED
Start setup action : 병드민로그인,Chrome 104.0.5112.81,,,2022-08-24 11:52:49,2022-08-24 11:53:05,16.083s,PASSED
"verifyElementPresent(findTestObject(""Page_병드민/span_병원정보""), 5)",Chrome 104.0.5112.81,병원정보 확인,,2022-08-24 11:53:06,2022-08-24 11:53:06,0.305s,PASSED
"click(findTestObject(""Page_병드민/span_병원정보""))",Chrome 104.0.5112.81,병원정보_병원정보 진입,,2022-08-24 11:53:06,2022-08-24 11:53:08,2.402s,PASSED
"click(findTestObject(""Page_병드민/병원 정보/병원 정보_병원 공지사항/span_병원 공지사항""))",Chrome 104.0.5112.81,병원정보_공지사항 진입,,2022-08-24 11:53:08,2022-08-24 11:53:11,2.589s,PASSED
"verifyElementPresent(findTestObject(""Page_/h1_공지사항 타이틀 문구""), 5)",Chrome 104.0.5112.81,"공지사항 타이틀 문구 확인
",,2022-08-24 11:53:11,2022-08-24 11:53:11,0.527s,PASSED
"setText(findTestObject(""Page_/input__검색어 입력""), ""똑닥 진우 테스트1111"")",Chrome 104.0.5112.81,똑닥 진우 테스트 입력,,2022-08-24 11:53:11,2022-08-24 11:53:16,4.690s,PASSED
"click(findTestObject(""Page_/button_검색""))",Chrome 104.0.5112.81,"검색 버튼 선택
",,2022-08-24 11:53:16,2022-08-24 11:53:18,2.349s,PASSED
"verifyTextPresent(""검색어 조건 및 다른 검색어를 입력 후 검색해주세요."", false)",Chrome 104.0.5112.81,검색어 미노출 문구 확인,,2022-08-24 11:53:18,2022-08-24 11:53:19,0.510s,PASSED
"setText(findTestObject(""Page_/input__검색어 입력""), ""똑닥 진우 테스트"")",Chrome 104.0.5112.81,똑닥 진우 테스트 입력,,2022-08-24 11:53:19,2022-08-24 11:53:24,4.670s,PASSED
"click(findTestObject(""Page_/button_검색""))",Chrome 104.0.5112.81,"검색 버튼 선택
",,2022-08-24 11:53:24,2022-08-24 11:53:26,2.334s,PASSED
"verifyTextPresent(""똑닥 진우 테스트"", false)",Chrome 104.0.5112.81,똑닥 진우 테스트 노출 확인,,2022-08-24 11:53:26,2022-08-24 11:53:26,0.511s,PASSED
Start tear down : 브라우저종료,Chrome 104.0.5112.81,,,2022-08-24 11:53:26,2022-08-24 11:53:27,0.716s,PASSED
,,,,,,,
Test Cases/병원 정보_병원 공지사항_수정,Chrome 104.0.5112.81,,,2022-08-24 11:53:27,2022-08-24 11:54:10,43.048s,PASSED
Start setup action : 병드민로그인,Chrome 104.0.5112.81,,,2022-08-24 11:53:27,2022-08-24 11:53:44,16.917s,PASSED
"verifyElementPresent(findTestObject(""Page_병드민/span_병원정보""), 5)",Chrome 104.0.5112.81,병원정보 확인,,2022-08-24 11:53:44,2022-08-24 11:53:45,0.313s,PASSED
"click(findTestObject(""Page_병드민/span_병원정보""))",Chrome 104.0.5112.81,병원정보_병원정보 진입,,2022-08-24 11:53:45,2022-08-24 11:53:47,2.401s,PASSED
"click(findTestObject(""Page_병드민/병원 정보/병원 정보_병원 공지사항/span_병원 공지사항""))",Chrome 104.0.5112.81,병원정보_공지사항 진입,,2022-08-24 11:53:47,2022-08-24 11:53:50,2.597s,PASSED
"verifyElementPresent(findTestObject(""Page_/h1_공지사항 타이틀 문구""), 5)",Chrome 104.0.5112.81,"공지사항 타이틀 문구 확인
",,2022-08-24 11:53:50,2022-08-24 11:53:50,0.523s,PASSED
"verifyTextPresent(""똑닥 진우 테스트"", false)",Chrome 104.0.5112.81,똑닥 진우 테스트 노출 확인,,2022-08-24 11:53:50,2022-08-24 11:53:50,0.293s,PASSED
"enhancedClick(findTestObject(""Page_/button_수정 버튼 (진우 테스트)""))",Chrome 104.0.5112.81,공지사항 수정 선택,,2022-08-24 11:53:50,2022-08-24 11:53:53,2.392s,PASSED
"verifyElementPresent(findTestObject(""Page_/button_공지사항 등록_저장""), 5)",Chrome 104.0.5112.81,공지사항 저장 버튼 확인,,2022-08-24 11:53:53,2022-08-24 11:53:54,0.656s,PASSED
"setText(findTestObject(""Page_/input__공지사항 제목 입력""), ""똑닥 진우 테스트 수정"")",Chrome 104.0.5112.81,공지사항 제목 수정본 입력,,2022-08-24 11:53:54,2022-08-24 11:53:58,4.722s,PASSED
"setText(findTestObject(""Page_/textarea_공지사항 내용 입력""), ""똑닥 진우 테스트 내용 수정 ~~"")",Chrome 104.0.5112.81,공지사학 내용 입력,,2022-08-24 11:53:58,2022-08-24 11:54:03,4.920s,PASSED
"click(findTestObject(""Page_/button_공지사항 등록_저장""))",Chrome 104.0.5112.81,공지사항 저장 버튼 선택,,2022-08-24 11:54:03,2022-08-24 11:54:06,2.598s,PASSED
"verifyElementPresent(findTestObject(""Page_/button_저장2 알럿팝업 취소""), 5)",Chrome 104.0.5112.81,공지사항 저장 알럿 팝업 저장 버튼 확인,,2022-08-24 11:54:06,2022-08-24 11:54:06,0.519s,PASSED
"verifyElementPresent(findTestObject(""Page_/button_저장2 알럿팝업 확인""), 5)",Chrome 104.0.5112.81,"공지사항 저장 알럿 팝업 취소 버튼 확인
",,2022-08-24 11:54:06,2022-08-24 11:54:07,0.298s,PASSED
"click(findTestObject(""Page_/button_저장2 알럿팝업 확인""))",Chrome 104.0.5112.81,공지사항 저장_저장 버튼 선택,,2022-08-24 11:54:07,2022-08-24 11:54:09,2.370s,PASSED
"verifyTextPresent(""똑닥 진우 테스트 수정"", false)",Chrome 104.0.5112.81,수정된 공지사항 리스트 제목 확인,,2022-08-24 11:54:09,2022-08-24 11:54:10,0.618s,PASSED
Start tear down : 브라우저종료,Chrome 104.0.5112.81,,,2022-08-24 11:54:10,2022-08-24 11:54:10,0.669s,PASSED
,,,,,,,
Test Cases/병원 정보_병원 공지사항_삭제,Chrome 104.0.5112.81,,,2022-08-24 11:54:10,2022-08-24 11:54:39,29.190s,PASSED
Start setup action : 병드민로그인,Chrome 104.0.5112.81,,,2022-08-24 11:54:10,2022-08-24 11:54:27,16.600s,PASSED
"verifyElementPresent(findTestObject(""Page_병드민/span_병원정보""), 5)",Chrome 104.0.5112.81,병원정보 확인,,2022-08-24 11:54:27,2022-08-24 11:54:27,0.311s,PASSED
"click(findTestObject(""Page_병드민/span_병원정보""))",Chrome 104.0.5112.81,병원정보_병원정보 진입,,2022-08-24 11:54:27,2022-08-24 11:54:30,2.442s,PASSED
"click(findTestObject(""Page_병드민/병원 정보/병원 정보_병원 공지사항/span_병원 공지사항""))",Chrome 104.0.5112.81,병원정보_공지사항 진입,,2022-08-24 11:54:30,2022-08-24 11:54:32,2.606s,PASSED
"verifyTextPresent(""똑닥 진우 테스트 수정"", false)",Chrome 104.0.5112.81,리스트 유무 확인,,2022-08-24 11:54:32,2022-08-24 11:54:33,0.521s,PASSED
"enhancedClick(findTestObject(""Page_/button_삭제 버튼 (진우 테스트 수정)""))",Chrome 104.0.5112.81,삭제 버튼 선택,,2022-08-24 11:54:33,2022-08-24 11:54:35,2.345s,PASSED
"verifyTextPresent(""공지사항을 삭제하시겠습니까?"", false)",Chrome 104.0.5112.81,공지사항 삭제 문구 확인,,2022-08-24 11:54:35,2022-08-24 11:54:36,0.508s,PASSED
"click(findTestObject(""Page_/button_저장2 알럿팝업 확인""))",Chrome 104.0.5112.81,알럿 팝업 확인 선택,,2022-08-24 11:54:36,2022-08-24 11:54:38,2.351s,PASSED
"verifyTextNotPresent(""똑닥 진우 테스트 수정"", false)",Chrome 104.0.5112.81,삭제된 리스트 유무 확인,,2022-08-24 11:54:38,2022-08-24 11:54:39,0.620s,PASSED
Start tear down : 브라우저종료,Chrome 104.0.5112.81,,,2022-08-24 11:54:39,2022-08-24 11:54:39,0.695s,PASSED
